Date,Time,DateTime,Tidal Level Downstream (ft),Tidal Level Outside Tidegate [m],Tidal Level Upstream (ft),Tidal Level Inside Tidegate [m],Water Temperature Outside Tidegate [C],Water Temperature Inside TG [C]
3/7/2022,9:00,3/7/2022 9:00,0.43,0.131063996,,,8.58,48.16
3/7/2022,9:06,3/7/2022 9:06,0.25,0.076199998,,,8.48,47.62
3/7/2022,9:12,3/7/2022 9:12,0.09,0.027431999,,,8.38,47.98
3/7/2022,9:15,3/7/2022 9:15,,,,,,
3/7/2022,9:18,3/7/2022 9:18,0.02,0.006096,,,7.88,47.45
3/7/2022,9:24,3/7/2022 9:24,0.02,0.006096,,,7.08,47.27
3/7/2022,9:30,3/7/2022 9:30,0.01,0.003048,,,6.57,47.27
3/7/2022,9:36,3/7/2022 9:36,0.01,0.003048,,,6.17,47.45
3/7/2022,9:42,3/7/2022 9:42,0.01,0.003048,,,5.86,47.09
3/7/2022,9:45,3/7/2022 9:45,,,,,,
3/7/2022,9:48,3/7/2022 9:48,0.01,0.003048,,,5.76,47.09
3/7/2022,9:54,3/7/2022 9:54,0.02,0.006096,,,5.66,47.27
3/7/2022,10:00,3/7/2022 10:00,0.03,0.009144,,,5.66,47.27
3/7/2022,10:06,3/7/2022 10:06,0.02,0.006096,,,5.66,47.27
3/7/2022,10:12,3/7/2022 10:12,0.02,0.006096,,,5.86,47.27
3/7/2022,10:15,3/7/2022 10:15,,,,,,
3/7/2022,10:18,3/7/2022 10:18,0.02,0.006096,,,6.06,47.09
3/7/2022,10:24,3/7/2022 10:24,0.03,0.009144,,,6.27,47.09
3/7/2022,10:30,3/7/2022 10:30,0.02,0.006096,,,6.27,47.09
3/7/2022,10:36,3/7/2022 10:36,0.02,0.006096,,,6.37,47.09
3/7/2022,10:42,3/7/2022 10:42,0.03,0.009144,,,6.47,47.09
3/7/2022,10:45,3/7/2022 10:45,,,,,,
3/7/2022,10:48,3/7/2022 10:48,0.03,0.009144,,,6.57,47.09
3/7/2022,10:54,3/7/2022 10:54,0.04,0.012192,,,6.67,46.91
3/7/2022,11:00,3/7/2022 11:00,0.03,0.009144,,,6.78,46.91
3/7/2022,11:06,3/7/2022 11:06,0.04,0.012192,,,6.88,46.91
3/7/2022,11:12,3/7/2022 11:12,0.03,0.009144,,,6.98,46.91
3/7/2022,11:15,3/7/2022 11:15,,,,,,
3/7/2022,11:18,3/7/2022 11:18,0.02,0.006096,,,7.08,46.91
3/7/2022,11:24,3/7/2022 11:24,0.02,0.006096,,,7.28,46.91
3/7/2022,11:30,3/7/2022 11:30,0.02,0.006096,,,7.48,47.09
3/7/2022,11:36,3/7/2022 11:36,0.02,0.006096,,,7.68,47.09
3/7/2022,11:42,3/7/2022 11:42,0.01,0.003048,,,7.88,47.09
3/7/2022,11:45,3/7/2022 11:45,,,,,,
3/7/2022,11:48,3/7/2022 11:48,0.02,0.006096,,,8.18,47.27
3/7/2022,11:54,3/7/2022 11:54,0.02,0.006096,,,8.38,47.27
3/7/2022,12:00,3/7/2022 12:00,0.02,0.006096,,,8.68,47.27
3/7/2022,12:06,3/7/2022 12:06,0.02,0.006096,,,8.88,47.27
3/7/2022,12:12,3/7/2022 12:12,0.03,0.009144,,,9.08,47.27
3/7/2022,12:15,3/7/2022 12:15,,,,,,
3/7/2022,12:18,3/7/2022 12:18,0.03,0.009144,,,9.28,47.27
3/7/2022,12:24,3/7/2022 12:24,0.03,0.009144,,,9.37,47.27
3/7/2022,12:30,3/7/2022 12:30,0.13,0.039623999,,,9.37,47.27
3/7/2022,12:36,3/7/2022 12:36,0.26,0.079247997,,,9.18,47.27
3/7/2022,12:42,3/7/2022 12:42,0.33,0.100583997,,,9.08,47.27
3/7/2022,12:45,3/7/2022 12:45,,,,,,
3/7/2022,12:48,3/7/2022 12:48,0.5,0.152399995,,,9.18,47.45
3/7/2022,12:54,3/7/2022 12:54,0.69,0.210311993,,,9.47,47.45
3/7/2022,13:00,3/7/2022 13:00,0.78,0.237743992,,,9.97,47.62
3/7/2022,13:06,3/7/2022 13:06,0.85,0.259079992,,,10.26,47.62
3/7/2022,13:12,3/7/2022 13:12,0.95,0.289559991,,,10.55,47.62
3/7/2022,13:15,3/7/2022 13:15,,,,,,
3/7/2022,13:18,3/7/2022 13:18,1.07,0.32613599,,,10.75,47.8
3/7/2022,13:24,3/7/2022 13:24,1.19,0.362711988,,,10.85,47.8
3/7/2022,13:30,3/7/2022 13:30,1.31,0.399287987,,,10.85,47.98
3/7/2022,13:36,3/7/2022 13:36,1.43,0.435863986,,,10.85,47.98
3/7/2022,13:42,3/7/2022 13:42,1.56,0.475487985,,,12.01,48.34
3/7/2022,13:45,3/7/2022 13:45,,,,,,
3/7/2022,13:48,3/7/2022 13:48,1.67,0.509015984,,,10.46,48.52
3/7/2022,13:54,3/7/2022 13:54,1.81,0.551687982,,,9.57,48.87
3/7/2022,14:00,3/7/2022 14:00,1.95,0.594359981,,,9.18,49.23
3/7/2022,14:06,3/7/2022 14:06,2.06,0.62788798,,,9.28,49.23
3/7/2022,14:12,3/7/2022 14:12,2.17,0.661415979,,,9.57,49.23
3/7/2022,14:15,3/7/2022 14:15,,,,,,
3/7/2022,14:18,3/7/2022 14:18,2.31,0.704087977,,,9.97,49.23
3/7/2022,14:24,3/7/2022 14:24,2.43,0.740663976,,,10.65,49.23
3/7/2022,14:30,3/7/2022 14:30,2.55,0.777239975,,,11.14,49.23
3/7/2022,14:36,3/7/2022 14:36,2.69,0.819911974,,,9.97,49.4
3/7/2022,14:42,3/7/2022 14:42,2.81,0.856487973,,,9.87,49.58
3/7/2022,14:45,3/7/2022 14:45,,,,,,
3/7/2022,14:48,3/7/2022 14:48,2.9,0.883919972,,,9.97,49.76
3/7/2022,14:54,3/7/2022 14:54,3.02,0.920495971,,,10.06,49.76
3/7/2022,15:00,3/7/2022 15:00,3.15,0.960119969,,,9.67,49.05
3/7/2022,15:06,3/7/2022 15:06,3.24,0.987551968,,,9.28,48.7
3/7/2022,15:12,3/7/2022 15:12,3.36,1.024127967,,,9.18,48.7
3/7/2022,15:15,3/7/2022 15:15,,,,,,
3/7/2022,15:18,3/7/2022 15:18,3.49,1.063751966,,,9.28,48.87
3/7/2022,15:24,3/7/2022 15:24,3.57,1.088135965,,,9.37,49.05
3/7/2022,15:30,3/7/2022 15:30,3.64,1.109471964,,,9.47,49.23
3/7/2022,15:36,3/7/2022 15:36,3.72,1.133855964,,,9.57,49.23
3/7/2022,15:42,3/7/2022 15:42,3.79,1.155191963,,,9.57,49.4
3/7/2022,15:45,3/7/2022 15:45,,,,,,
3/7/2022,15:48,3/7/2022 15:48,3.89,1.185671962,,,9.67,49.58
3/7/2022,15:54,3/7/2022 15:54,4.01,1.222247961,,,9.67,49.58
3/7/2022,16:00,3/7/2022 16:00,4.12,1.25577596,,,9.77,49.76
3/7/2022,16:06,3/7/2022 16:06,4.18,1.274063959,,,9.87,49.94
3/7/2022,16:12,3/7/2022 16:12,4.21,1.283207959,,,9.97,50.11
3/7/2022,16:15,3/7/2022 16:15,,,,,,
3/7/2022,16:18,3/7/2022 16:18,4.25,1.295399959,,,10.06,50.29
3/7/2022,16:24,3/7/2022 16:24,4.25,1.295399959,,,10.06,50.29
3/7/2022,16:30,3/7/2022 16:30,4.29,1.307591958,,,10.16,50.29
3/7/2022,16:36,3/7/2022 16:36,4.35,1.325879958,,,10.16,50.29
3/7/2022,16:42,3/7/2022 16:42,4.41,1.344167957,,,10.26,50.29
3/7/2022,16:45,3/7/2022 16:45,,,,,,
3/7/2022,16:48,3/7/2022 16:48,4.45,1.356359957,,,10.26,50.29
3/7/2022,16:54,3/7/2022 16:54,4.47,1.362455956,,,10.26,50.29
3/7/2022,17:00,3/7/2022 17:00,4.46,1.359407956,,,10.26,50.47
3/7/2022,17:06,3/7/2022 17:06,4.47,1.362455956,,,10.26,50.47
3/7/2022,17:12,3/7/2022 17:12,4.5,1.371599956,,,10.26,50.47
3/7/2022,17:15,3/7/2022 17:15,,,,,,
3/7/2022,17:18,3/7/2022 17:18,4.47,1.362455956,,,10.26,50.47
3/7/2022,17:24,3/7/2022 17:24,4.46,1.359407956,,,10.26,50.47
3/7/2022,17:30,3/7/2022 17:30,4.4,1.341119957,,,10.26,50.47
3/7/2022,17:36,3/7/2022 17:36,4.38,1.335023957,,,10.36,50.47
3/7/2022,17:42,3/7/2022 17:42,4.36,1.328927957,,,10.36,50.64
3/7/2022,17:45,3/7/2022 17:45,,,,,,
3/7/2022,17:48,3/7/2022 17:48,4.31,1.313687958,,,10.36,50.64
3/7/2022,17:54,3/7/2022 17:54,4.25,1.295399959,,,10.36,50.64
3/7/2022,18:00,3/7/2022 18:00,4.19,1.277111959,,,10.36,50.82
3/7/2022,18:06,3/7/2022 18:06,4.09,1.24663196,,,10.46,51
3/7/2022,18:12,3/7/2022 18:12,4.02,1.225295961,,,10.46,51
3/7/2022,18:15,3/7/2022 18:15,,,,,,
3/7/2022,18:18,3/7/2022 18:18,3.98,1.213103961,,,10.55,51
3/7/2022,18:24,3/7/2022 18:24,3.95,1.203959961,,,10.55,51
3/7/2022,18:30,3/7/2022 18:30,3.89,1.185671962,,,10.55,51
3/7/2022,18:36,3/7/2022 18:36,3.8,1.158239963,,,10.55,51
3/7/2022,18:42,3/7/2022 18:42,3.68,1.121663964,,,10.55,51.17
3/7/2022,18:45,3/7/2022 18:45,,,,,,
3/7/2022,18:48,3/7/2022 18:48,3.56,1.085087965,,,10.55,51.17
3/7/2022,18:54,3/7/2022 18:54,3.47,1.057655966,,,10.55,51.17
3/7/2022,19:00,3/7/2022 19:00,3.36,1.024127967,,,10.55,51.17
3/7/2022,19:06,3/7/2022 19:06,3.23,0.984503968,,,10.46,51.17
3/7/2022,19:12,3/7/2022 19:12,3.12,0.95097597,,,10.46,51.17
3/7/2022,19:15,3/7/2022 19:15,,,,,,
3/7/2022,19:18,3/7/2022 19:18,2.99,0.911351971,,,10.46,51.17
3/7/2022,19:24,3/7/2022 19:24,2.87,0.874775972,,,10.46,51.17
3/7/2022,19:30,3/7/2022 19:30,2.76,0.841247973,,,10.55,51.17
3/7/2022,19:36,3/7/2022 19:36,2.66,0.810767974,,,10.65,51.17
3/7/2022,19:42,3/7/2022 19:42,2.54,0.774191975,,,10.65,51.17
3/7/2022,19:45,3/7/2022 19:45,,,,,,
3/7/2022,19:48,3/7/2022 19:48,2.43,0.740663976,,,10.65,51.17
3/7/2022,19:54,3/7/2022 19:54,2.29,0.697991978,,,10.75,51.17
3/7/2022,20:00,3/7/2022 20:00,2.16,0.658367979,,,10.75,51.17
3/7/2022,20:06,3/7/2022 20:06,2.07,0.63093598,,,10.75,51.17
3/7/2022,20:12,3/7/2022 20:12,1.98,0.603503981,,,10.85,51.17
3/7/2022,20:15,3/7/2022 20:15,,,,,,
3/7/2022,20:18,3/7/2022 20:18,1.87,0.569975982,,,10.85,51.17
3/7/2022,20:24,3/7/2022 20:24,1.76,0.536447983,,,10.94,51
3/7/2022,20:30,3/7/2022 20:30,1.64,0.499871984,,,10.85,51
3/7/2022,20:36,3/7/2022 20:36,1.53,0.466343985,,,10.75,50.82
3/7/2022,20:42,3/7/2022 20:42,1.42,0.432815986,,,10.75,51
3/7/2022,20:45,3/7/2022 20:45,,,,,,
3/7/2022,20:48,3/7/2022 20:48,1.32,0.402335987,,,10.85,50.82
3/7/2022,20:54,3/7/2022 20:54,1.2,0.365759988,,,10.85,51.17
3/7/2022,21:00,3/7/2022 21:00,1.07,0.32613599,,,10.94,51.35
3/7/2022,21:06,3/7/2022 21:06,0.94,0.286511991,,,11.04,51.52
3/7/2022,21:12,3/7/2022 21:12,0.84,0.256031992,,,11.04,51.7
3/7/2022,21:15,3/7/2022 21:15,,,,,,
3/7/2022,21:18,3/7/2022 21:18,0.74,0.225551993,,,10.94,51.52
3/7/2022,21:24,3/7/2022 21:24,0.64,0.195071994,,,10.85,51.52
3/7/2022,21:30,3/7/2022 21:30,0.55,0.167639995,,,10.85,51.35
3/7/2022,21:36,3/7/2022 21:36,0.48,0.146303995,,,10.75,51.35
3/7/2022,21:42,3/7/2022 21:42,0.43,0.131063996,,,10.65,51.17
3/7/2022,21:45,3/7/2022 21:45,,,,,,
3/7/2022,21:48,3/7/2022 21:48,0.43,0.131063996,,,10.65,51
3/7/2022,21:54,3/7/2022 21:54,0.41,0.124967996,,,10.46,50.82
3/7/2022,22:00,3/7/2022 22:00,0.38,0.115823996,,,10.26,50.47
3/7/2022,22:06,3/7/2022 22:06,0.33,0.100583997,,,10.16,50.29
3/7/2022,22:12,3/7/2022 22:12,0.3,0.091439997,,,10.06,49.94
3/7/2022,22:15,3/7/2022 22:15,,,,,,
3/7/2022,22:18,3/7/2022 22:18,0.3,0.091439997,,,9.87,49.94
3/7/2022,22:24,3/7/2022 22:24,0.31,0.094487997,,,9.77,49.76
3/7/2022,22:30,3/7/2022 22:30,0.33,0.100583997,,,9.77,49.76
3/7/2022,22:36,3/7/2022 22:36,0.37,0.112775996,,,9.67,49.58
3/7/2022,22:42,3/7/2022 22:42,0.41,0.124967996,,,9.57,49.4
3/7/2022,22:45,3/7/2022 22:45,,,,,,
3/7/2022,22:48,3/7/2022 22:48,0.44,0.134111996,,,9.57,49.4
3/7/2022,22:54,3/7/2022 22:54,0.47,0.143255995,,,9.57,49.4
3/7/2022,23:00,3/7/2022 23:00,0.54,0.164591995,,,9.57,49.4
3/7/2022,23:06,3/7/2022 23:06,0.59,0.179831994,,,9.77,49.58
3/7/2022,23:12,3/7/2022 23:12,0.64,0.195071994,,,9.77,49.58
3/7/2022,23:15,3/7/2022 23:15,,,,,,
3/7/2022,23:18,3/7/2022 23:18,0.68,0.207263993,,,9.87,49.58
3/7/2022,23:24,3/7/2022 23:24,0.74,0.225551993,,,9.87,49.58
3/7/2022,23:30,3/7/2022 23:30,0.84,0.256031992,,,9.87,49.58
3/7/2022,23:36,3/7/2022 23:36,0.97,0.295655991,,,9.87,49.58
3/7/2022,23:42,3/7/2022 23:42,1.07,0.32613599,,,9.97,49.76
3/7/2022,23:45,3/7/2022 23:45,,,,,,
3/7/2022,23:48,3/7/2022 23:48,1.15,0.350519989,,,9.97,49.94
3/7/2022,23:54,3/7/2022 23:54,1.2,0.365759988,,,9.97,50.11
3/8/2022,0:00,3/8/2022 0:00,1.27,0.387095988,,,9.97,50.29
3/8/2022,0:06,3/8/2022 0:06,1.37,0.417575987,,,10.06,50.29
3/8/2022,0:12,3/8/2022 0:12,1.48,0.451103986,,,10.06,50.47
3/8/2022,0:15,3/8/2022 0:15,,,,,,
3/8/2022,0:18,3/8/2022 0:18,1.58,0.481583985,,,10.06,50.47
3/8/2022,0:24,3/8/2022 0:24,1.71,0.521207983,,,10.26,50.64
3/8/2022,0:30,3/8/2022 0:30,1.82,0.554735982,,,10.36,50.64
3/8/2022,0:36,3/8/2022 0:36,1.92,0.585215981,,,10.46,50.64
3/8/2022,0:42,3/8/2022 0:42,2.07,0.63093598,,,10.46,50.64
3/8/2022,0:45,3/8/2022 0:45,,,,,,
3/8/2022,0:48,3/8/2022 0:48,2.21,0.673607978,,,10.55,50.64
3/8/2022,0:54,3/8/2022 0:54,2.32,0.707135977,,,10.55,50.64
3/8/2022,1:00,3/8/2022 1:00,2.43,0.740663976,,,10.55,50.64
3/8/2022,1:06,3/8/2022 1:06,2.57,0.783335975,,,10.55,50.82
3/8/2022,1:12,3/8/2022 1:12,2.69,0.819911974,,,10.55,50.82
3/8/2022,1:15,3/8/2022 1:15,,,,,,
3/8/2022,1:18,3/8/2022 1:18,2.82,0.859535972,,,10.55,50.82
3/8/2022,1:24,3/8/2022 1:24,2.94,0.896111971,,,10.55,50.82
3/8/2022,1:30,3/8/2022 1:30,3.05,0.92963997,,,10.65,50.82
3/8/2022,1:36,3/8/2022 1:36,3.18,0.969263969,,,10.65,50.82
3/8/2022,1:42,3/8/2022 1:42,3.32,1.011935968,,,10.65,50.82
3/8/2022,1:45,3/8/2022 1:45,,,,,,
3/8/2022,1:48,3/8/2022 1:48,3.45,1.051559966,,,10.65,50.82
3/8/2022,1:54,3/8/2022 1:54,3.58,1.091183965,,,10.65,50.82
3/8/2022,2:00,3/8/2022 2:00,3.71,1.130807964,,,10.65,50.64
3/8/2022,2:06,3/8/2022 2:06,3.83,1.167383963,,,10.65,50.64
3/8/2022,2:12,3/8/2022 2:12,3.94,1.200911962,,,10.65,50.64
3/8/2022,2:15,3/8/2022 2:15,,,,,,
3/8/2022,2:18,3/8/2022 2:18,4.05,1.23443996,,,10.65,50.64
3/8/2022,2:24,3/8/2022 2:24,4.18,1.274063959,,,10.65,50.64
3/8/2022,2:30,3/8/2022 2:30,4.32,1.316735958,,,10.65,50.64
3/8/2022,2:36,3/8/2022 2:36,4.45,1.356359957,,,10.65,50.64
3/8/2022,2:42,3/8/2022 2:42,4.58,1.395983955,,,10.65,50.64
3/8/2022,2:45,3/8/2022 2:45,,,,,,
3/8/2022,2:48,3/8/2022 2:48,4.7,1.432559954,,,10.65,50.64
3/8/2022,2:54,3/8/2022 2:54,4.82,1.469135953,,,10.65,50.64
3/8/2022,3:00,3/8/2022 3:00,4.91,1.496567952,,,10.65,50.64
3/8/2022,3:06,3/8/2022 3:06,5.01,1.527047951,,,10.65,50.82
3/8/2022,3:12,3/8/2022 3:12,5.1,1.55447995,,,10.65,50.82
3/8/2022,3:15,3/8/2022 3:15,,,,,,
3/8/2022,3:18,3/8/2022 3:18,5.23,1.594103949,,,10.65,50.82
3/8/2022,3:24,3/8/2022 3:24,5.3,1.615439948,,,10.65,50.82
3/8/2022,3:30,3/8/2022 3:30,5.36,1.633727948,,,10.65,50.82
3/8/2022,3:36,3/8/2022 3:36,5.43,1.655063947,,,10.65,50.82
3/8/2022,3:42,3/8/2022 3:42,5.52,1.682495946,,,10.65,50.82
3/8/2022,3:45,3/8/2022 3:45,,,,,,
3/8/2022,3:48,3/8/2022 3:48,5.6,1.706879945,,,10.65,50.82
3/8/2022,3:54,3/8/2022 3:54,5.7,1.737359944,,,10.75,50.82
3/8/2022,4:00,3/8/2022 4:00,5.77,1.758695944,,,10.65,50.82
3/8/2022,4:06,3/8/2022 4:06,5.84,1.780031943,,,10.65,50.82
3/8/2022,4:12,3/8/2022 4:12,5.85,1.783079943,,,10.75,50.82
3/8/2022,4:15,3/8/2022 4:15,,,,,,
3/8/2022,4:18,3/8/2022 4:18,5.9,1.798319942,,,10.65,50.82
3/8/2022,4:24,3/8/2022 4:24,5.95,1.813559942,,,10.65,50.82
3/8/2022,4:30,3/8/2022 4:30,5.96,1.816607942,,,10.65,50.82
3/8/2022,4:36,3/8/2022 4:36,5.96,1.816607942,,,10.65,50.82
3/8/2022,4:42,3/8/2022 4:42,5.98,1.822703942,,,10.65,50.82
3/8/2022,4:45,3/8/2022 4:45,,,,,,
3/8/2022,4:48,3/8/2022 4:48,6.02,1.834895941,,,10.65,50.82
3/8/2022,4:54,3/8/2022 4:54,6.02,1.834895941,,,10.65,50.82
3/8/2022,5:00,3/8/2022 5:00,6.03,1.837943941,,,10.65,50.64
3/8/2022,5:06,3/8/2022 5:06,6.04,1.840991941,,,10.65,50.64
3/8/2022,5:12,3/8/2022 5:12,5.97,1.819655942,,,10.65,50.64
3/8/2022,5:15,3/8/2022 5:15,,,,,,
3/8/2022,5:18,3/8/2022 5:18,5.93,1.807463942,,,10.65,50.64
3/8/2022,5:24,3/8/2022 5:24,5.9,1.798319942,,,10.55,50.64
3/8/2022,5:30,3/8/2022 5:30,5.81,1.770887943,,,10.55,50.64
3/8/2022,5:36,3/8/2022 5:36,5.7,1.737359944,,,10.55,50.64
3/8/2022,5:42,3/8/2022 5:42,5.61,1.709927945,,,10.55,50.64
3/8/2022,5:45,3/8/2022 5:45,,,,,,
3/8/2022,5:48,3/8/2022 5:48,5.6,1.706879945,,,10.55,50.64
3/8/2022,5:54,3/8/2022 5:54,5.53,1.685543946,,,10.55,50.64
3/8/2022,6:00,3/8/2022 6:00,5.45,1.661159947,,,10.55,50.64
3/8/2022,6:06,3/8/2022 6:06,5.42,1.652015947,,,10.55,50.64
3/8/2022,6:12,3/8/2022 6:12,5.35,1.630679948,,,10.55,50.64
3/8/2022,6:15,3/8/2022 6:15,,,,,,
3/8/2022,6:18,3/8/2022 6:18,5.27,1.606295949,,,10.55,50.64
3/8/2022,6:24,3/8/2022 6:24,5.17,1.57581595,,,10.55,50.64
3/8/2022,6:30,3/8/2022 6:30,5.07,1.545335951,,,10.55,50.64
3/8/2022,6:36,3/8/2022 6:36,4.93,1.502663952,,,10.55,50.64
3/8/2022,6:42,3/8/2022 6:42,4.76,1.450847954,,,10.55,50.64
3/8/2022,6:45,3/8/2022 6:45,,,,,,
3/8/2022,6:48,3/8/2022 6:48,4.66,1.420367955,,,10.55,50.64
3/8/2022,6:54,3/8/2022 6:54,4.54,1.383791956,,,10.55,50.64
3/8/2022,7:00,3/8/2022 7:00,4.39,1.338071957,,,10.55,50.64
3/8/2022,7:06,3/8/2022 7:06,4.25,1.295399959,,,10.55,50.64
3/8/2022,7:12,3/8/2022 7:12,4.12,1.25577596,,,10.55,50.64
3/8/2022,7:15,3/8/2022 7:15,,,,,,
3/8/2022,7:18,3/8/2022 7:18,4,1.219199961,,,10.55,50.64
3/8/2022,7:24,3/8/2022 7:24,3.87,1.179575962,,,10.55,50.64
3/8/2022,7:30,3/8/2022 7:30,3.77,1.149095963,,,10.55,50.64
3/8/2022,7:36,3/8/2022 7:36,3.64,1.109471964,,,10.55,50.64
3/8/2022,7:42,3/8/2022 7:42,3.49,1.063751966,,,10.55,50.64
3/8/2022,7:45,3/8/2022 7:45,,,,,,
3/8/2022,7:48,3/8/2022 7:48,3.35,1.021079967,,,10.55,50.64
3/8/2022,7:54,3/8/2022 7:54,3.21,0.978407969,,,10.55,50.82
3/8/2022,8:00,3/8/2022 8:00,3.08,0.93878397,,,10.55,50.64
3/8/2022,8:06,3/8/2022 8:06,2.93,0.893063971,,,10.55,50.82
3/8/2022,8:12,3/8/2022 8:12,2.79,0.850391973,,,10.55,50.82
3/8/2022,8:15,3/8/2022 8:15,,,,,,
3/8/2022,8:18,3/8/2022 8:18,2.66,0.810767974,,,9.97,50.82
3/8/2022,8:24,3/8/2022 8:24,2.51,0.765047976,,,9.77,50.64
3/8/2022,8:30,3/8/2022 8:30,2.38,0.725423977,,,9.57,50.64
3/8/2022,8:36,3/8/2022 8:36,2.24,0.682751978,,,9.47,50.64
3/8/2022,8:42,3/8/2022 8:42,2.09,0.63703198,,,9.47,50.64
3/8/2022,8:45,3/8/2022 8:45,,,,,,
3/8/2022,8:48,3/8/2022 8:48,1.95,0.594359981,,,9.37,50.47
3/8/2022,8:54,3/8/2022 8:54,1.82,0.554735982,,,9.18,50.47
3/8/2022,9:00,3/8/2022 9:00,1.7,0.518159983,,,9.18,50.29
3/8/2022,9:06,3/8/2022 9:06,1.54,0.469391985,,,9.18,49.58
3/8/2022,9:12,3/8/2022 9:12,1.41,0.429767986,,,9.18,50.11
3/8/2022,9:15,3/8/2022 9:15,,,,,,
3/8/2022,9:18,3/8/2022 9:18,1.24,0.377951988,,,9.18,49.4
3/8/2022,9:24,3/8/2022 9:24,1.1,0.335279989,,,9.18,49.58
3/8/2022,9:30,3/8/2022 9:30,0.96,0.292607991,,,9.18,49.94
3/8/2022,9:36,3/8/2022 9:36,0.82,0.249935992,,,9.28,49.94
3/8/2022,9:42,3/8/2022 9:42,0.67,0.204215993,,,9.28,49.94
3/8/2022,9:45,3/8/2022 9:45,,,,,,
3/8/2022,9:48,3/8/2022 9:48,0.49,0.149351995,,,9.18,49.4
3/8/2022,9:54,3/8/2022 9:54,0.33,0.100583997,,,9.18,49.23
3/8/2022,10:00,3/8/2022 10:00,0.17,0.051815998,,,9.18,48.7
3/8/2022,10:06,3/8/2022 10:06,0.04,0.012192,,,8.98,48.7
3/8/2022,10:12,3/8/2022 10:12,0.05,0.01524,,,8.78,48.34
3/8/2022,10:15,3/8/2022 10:15,,,,,,
3/8/2022,10:18,3/8/2022 10:18,0.05,0.01524,,,8.58,48.34
3/8/2022,10:24,3/8/2022 10:24,0.05,0.01524,,,8.48,48.34
3/8/2022,10:30,3/8/2022 10:30,0.05,0.01524,,,8.38,48.34
3/8/2022,10:36,3/8/2022 10:36,0.06,0.018287999,,,8.38,48.34
3/8/2022,10:42,3/8/2022 10:42,0.06,0.018287999,,,8.38,48.34
3/8/2022,10:45,3/8/2022 10:45,,,,,,
3/8/2022,10:48,3/8/2022 10:48,0.06,0.018287999,,,8.48,48.16
3/8/2022,10:54,3/8/2022 10:54,0.07,0.021335999,,,8.58,48.52
3/8/2022,11:00,3/8/2022 11:00,0.07,0.021335999,,,8.68,48.52
3/8/2022,11:06,3/8/2022 11:06,0.06,0.018287999,,,8.78,48.52
3/8/2022,11:12,3/8/2022 11:12,0.05,0.01524,,,8.88,48.52
3/8/2022,11:15,3/8/2022 11:15,,,,,,
3/8/2022,11:18,3/8/2022 11:18,0.06,0.018287999,,,8.98,48.52
3/8/2022,11:24,3/8/2022 11:24,0.06,0.018287999,,,9.08,48.7
3/8/2022,11:30,3/8/2022 11:30,0.06,0.018287999,,,9.28,48.7
3/8/2022,11:36,3/8/2022 11:36,0.07,0.021335999,,,9.57,48.7
3/8/2022,11:42,3/8/2022 11:42,0.06,0.018287999,,,9.77,48.87
3/8/2022,11:45,3/8/2022 11:45,,,,,,
3/8/2022,11:48,3/8/2022 11:48,0.06,0.018287999,,,9.87,48.87
3/8/2022,11:54,3/8/2022 11:54,0.06,0.018287999,,,10.06,48.87
3/8/2022,12:00,3/8/2022 12:00,0.06,0.018287999,,,9.87,48.87
3/8/2022,12:06,3/8/2022 12:06,0.07,0.021335999,,,9.77,48.87
3/8/2022,12:12,3/8/2022 12:12,0.06,0.018287999,,,9.67,48.87
3/8/2022,12:15,3/8/2022 12:15,,,,,,
3/8/2022,12:18,3/8/2022 12:18,0.07,0.021335999,,,9.67,48.7
3/8/2022,12:24,3/8/2022 12:24,0.07,0.021335999,,,9.77,48.7
3/8/2022,12:30,3/8/2022 12:30,0.07,0.021335999,,,9.67,48.7
3/8/2022,12:36,3/8/2022 12:36,0.06,0.018287999,,,9.77,48.7
3/8/2022,12:42,3/8/2022 12:42,0.06,0.018287999,,,9.87,48.87
3/8/2022,12:45,3/8/2022 12:45,,,,,,
3/8/2022,12:48,3/8/2022 12:48,0.06,0.018287999,,,9.87,48.7
3/8/2022,12:54,3/8/2022 12:54,0.1,0.030479999,,,9.67,48.7
3/8/2022,13:00,3/8/2022 13:00,0.13,0.039623999,,,9.67,48.87
3/8/2022,13:06,3/8/2022 13:06,0.18,0.054863998,,,9.67,48.87
3/8/2022,13:12,3/8/2022 13:12,0.24,0.073151998,,,9.67,48.87
3/8/2022,13:15,3/8/2022 13:15,,,,,,
3/8/2022,13:18,3/8/2022 13:18,0.35,0.106679997,,,9.77,48.87
3/8/2022,13:24,3/8/2022 13:24,0.43,0.131063996,,,9.77,48.87
3/8/2022,13:30,3/8/2022 13:30,0.54,0.164591995,,,9.87,49.05
3/8/2022,13:36,3/8/2022 13:36,0.7,0.213359993,,,9.87,49.05
3/8/2022,13:42,3/8/2022 13:42,0.83,0.252983992,,,9.87,49.05
3/8/2022,13:45,3/8/2022 13:45,,,,,,
3/8/2022,13:48,3/8/2022 13:48,0.91,0.277367991,,,9.97,49.23
3/8/2022,13:54,3/8/2022 13:54,0.99,0.30175199,,,9.97,49.23
3/8/2022,14:00,3/8/2022 14:00,1.05,0.32003999,,,9.97,49.4
3/8/2022,14:06,3/8/2022 14:06,1.12,0.341375989,,,10.06,49.4
3/8/2022,14:12,3/8/2022 14:12,1.25,0.380999988,,,10.06,49.4
