relative_path,Full Path,Corrected,absolute_path,data_type,Species 1,Species 2,Species 3,Species 1 Count,Species 2 Count,Species 3 Count,Species 1 Distance,Species 2 Distance,Species 3 Distance,Species 1 Activity,Species 2 Activity,Species 3 Activity,Weather,Water Conditions,Water Notes,Temp [C],Notes,DateTime
Willanch TG\2-22-22 to 3-11-22\DSCF0101.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0101.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 6:46
Willanch TG\2-22-22 to 3-11-22\DSCF0102.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0102.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 6:51
Willanch TG\2-22-22 to 3-11-22\DSCF0103.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0103.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Anatidae,,,1,,,Near,,,Swimming,,,Foggy,Calm,,8,,8/18/2021 6:56
Willanch TG\2-22-22 to 3-11-22\DSCF0104.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0104.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Anatidae,,,1,,,Near,,,Swimming,,,Foggy,Calm,,8,,8/18/2021 7:01
Willanch TG\2-22-22 to 3-11-22\DSCF0105.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0105.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Anatidae,,,2,,,Near,,,Swimming,,,Foggy,Calm,,8,,8/18/2021 7:06
Willanch TG\2-22-22 to 3-11-22\DSCF0106.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0106.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 7:11
Willanch TG\2-22-22 to 3-11-22\DSCF0107.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0107.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 7:16
Willanch TG\2-22-22 to 3-11-22\DSCF0108.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0108.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Anatidae,,,1,,,Near,,,Swimming,,,Foggy,Calm,,8,,8/18/2021 7:21
Willanch TG\2-22-22 to 3-11-22\DSCF0109.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0109.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 7:26
Willanch TG\2-22-22 to 3-11-22\DSCF0110.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0110.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Ardea,,,1,,,Far,,,Swimming,,,Foggy,Calm,,8,,8/18/2021 7:31
Willanch TG\2-22-22 to 3-11-22\DSCF0111.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0111.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Ardea,,,1,,,Far,,,Swimming,,,Foggy,Calm,,8,,8/18/2021 7:36
Willanch TG\2-22-22 to 3-11-22\DSCF0112.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0112.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Ardea,,,1,,,Far,,,Swimming,,,Foggy,Calm,,8,,8/18/2021 7:41
Willanch TG\2-22-22 to 3-11-22\DSCF0113.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0113.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Ardea,,,1,,,Far,,,Swimming,,,Foggy,Calm,,8,,8/18/2021 7:46
Willanch TG\2-22-22 to 3-11-22\DSCF0114.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0114.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Ardea,,,2,,,Far,,,Swimming,,,Foggy,Calm,,8,,8/18/2021 7:51
Willanch TG\2-22-22 to 3-11-22\DSCF0115.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0115.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Ardea,,,2,,,Far,,,Swimming,,,Partly Cloudy,Calm,,8,,8/18/2021 7:56
Willanch TG\2-22-22 to 3-11-22\DSCF0116.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0116.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Ardea,,,1,,,Far,,,Swimming,,,Sunny,Calm,,8,,8/18/2021 8:01
Willanch TG\2-22-22 to 3-11-22\DSCF0117.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0117.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Ardea,,,1,,,Far,,,Swimming,,,Sunny,Calm,,9,,8/18/2021 8:07
Willanch TG\2-22-22 to 3-11-22\DSCF0118.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0118.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Ardea,,,1,,,Far,,,Swimming,,,Sunny,Calm,,9,,8/18/2021 8:12
Willanch TG\2-22-22 to 3-11-22\DSCF0119.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0119.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Ardea,,,1,,,Far,,,Swimming,,,Sunny,Calm,,9,,8/18/2021 8:17
Willanch TG\2-22-22 to 3-11-22\DSCF0120.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0120.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Ardea,,,3,,,Far,,,Swimming,,,Sunny,Calm,,9,,8/18/2021 8:22
Willanch TG\2-22-22 to 3-11-22\DSCF0121.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0121.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Ardea,,,3,,,Far,,,Swimming,,,Sunny,Calm,,10,,8/18/2021 8:27
Willanch TG\2-22-22 to 3-11-22\DSCF0122.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0122.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Ardea,,,1,,,Far,,,Swimming,,,Sunny,Calm,,10,,8/18/2021 8:32
Willanch TG\2-22-22 to 3-11-22\DSCF0123.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0123.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Ardea,,,1,,,Far,,,Swimming,,,Sunny,Calm,,10,,8/18/2021 8:37
Willanch TG\2-22-22 to 3-11-22\DSCF0124.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0124.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Ardea,,,1,,,Far,,,Swimming,,,Sunny,Calm,,11,,8/18/2021 8:42
Willanch TG\2-22-22 to 3-11-22\DSCF0125.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0125.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 8:47
Willanch TG\2-22-22 to 3-11-22\DSCF0126.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0126.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 8:52
Willanch TG\2-22-22 to 3-11-22\DSCF0127.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0127.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 8:57
Willanch TG\2-22-22 to 3-11-22\DSCF0128.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0128.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 9:02
Willanch TG\2-22-22 to 3-11-22\DSCF0129.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0129.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 9:07
Willanch TG\2-22-22 to 3-11-22\DSCF0130.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0130.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 9:12
Willanch TG\2-22-22 to 3-11-22\DSCF0131.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0131.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 9:17
Willanch TG\2-22-22 to 3-11-22\DSCF0132.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0132.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 9:22
Willanch TG\2-22-22 to 3-11-22\DSCF0133.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0133.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 9:27
Willanch TG\2-22-22 to 3-11-22\DSCF0134.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0134.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 9:32
Willanch TG\2-22-22 to 3-11-22\DSCF0135.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0135.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 9:37
Willanch TG\2-22-22 to 3-11-22\DSCF0136.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0136.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 9:42
Willanch TG\2-22-22 to 3-11-22\DSCF0137.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0137.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 9:48
Willanch TG\2-22-22 to 3-11-22\DSCF0138.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0138.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 9:53
Willanch TG\2-22-22 to 3-11-22\DSCF0139.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0139.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 9:58
Willanch TG\2-22-22 to 3-11-22\DSCF0140.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0140.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 10:03
Willanch TG\2-22-22 to 3-11-22\DSCF0141.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0141.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 10:08
Willanch TG\2-22-22 to 3-11-22\DSCF0142.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0142.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 10:13
Willanch TG\2-22-22 to 3-11-22\DSCF0143.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0143.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 10:18
Willanch TG\2-22-22 to 3-11-22\DSCF0144.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0144.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 10:23
Willanch TG\2-22-22 to 3-11-22\DSCF0145.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0145.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 10:28
Willanch TG\2-22-22 to 3-11-22\DSCF0146.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0146.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 10:33
Willanch TG\2-22-22 to 3-11-22\DSCF0147.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0147.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 10:38
Willanch TG\2-22-22 to 3-11-22\DSCF0148.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0148.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 10:43
Willanch TG\2-22-22 to 3-11-22\DSCF0149.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0149.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 10:48
Willanch TG\2-22-22 to 3-11-22\DSCF0150.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0150.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 10:53
Willanch TG\2-22-22 to 3-11-22\DSCF0151.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0151.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 10:58
Willanch TG\2-22-22 to 3-11-22\DSCF0152.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0152.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 11:03
Willanch TG\2-22-22 to 3-11-22\DSCF0153.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0153.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 11:08
Willanch TG\2-22-22 to 3-11-22\DSCF0154.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0154.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 11:13
Willanch TG\2-22-22 to 3-11-22\DSCF0155.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0155.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 11:18
Willanch TG\2-22-22 to 3-11-22\DSCF0156.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0156.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 11:24
Willanch TG\2-22-22 to 3-11-22\DSCF0157.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0157.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 11:29
Willanch TG\2-22-22 to 3-11-22\DSCF0158.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0158.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 11:34
Willanch TG\2-22-22 to 3-11-22\DSCF0159.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0159.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 11:39
Willanch TG\2-22-22 to 3-11-22\DSCF0160.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0160.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 11:44
Willanch TG\2-22-22 to 3-11-22\DSCF0161.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0161.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 11:49
Willanch TG\2-22-22 to 3-11-22\DSCF0162.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0162.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 11:54
Willanch TG\2-22-22 to 3-11-22\DSCF0163.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0163.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 11:59
Willanch TG\2-22-22 to 3-11-22\DSCF0164.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0164.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 12:04
Willanch TG\2-22-22 to 3-11-22\DSCF0165.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0165.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 12:09
Willanch TG\2-22-22 to 3-11-22\DSCF0166.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0166.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 12:14
Willanch TG\2-22-22 to 3-11-22\DSCF0167.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0167.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 12:19
Willanch TG\2-22-22 to 3-11-22\DSCF0168.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0168.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 12:24
Willanch TG\2-22-22 to 3-11-22\DSCF0169.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0169.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 12:29
Willanch TG\2-22-22 to 3-11-22\DSCF0170.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0170.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 12:34
Willanch TG\2-22-22 to 3-11-22\DSCF0171.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0171.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 12:39
Willanch TG\2-22-22 to 3-11-22\DSCF0172.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0172.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 12:44
Willanch TG\2-22-22 to 3-11-22\DSCF0173.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0173.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 12:49
Willanch TG\2-22-22 to 3-11-22\DSCF0174.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0174.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 12:54
Willanch TG\2-22-22 to 3-11-22\DSCF0175.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0175.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 12:59
Willanch TG\2-22-22 to 3-11-22\DSCF0176.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0176.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Anatidae,,,1,,,Near,,,Swimming,,,Sunny,Calm,,20,,8/18/2021 13:05
Willanch TG\2-22-22 to 3-11-22\DSCF0177.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0177.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 13:10
Willanch TG\2-22-22 to 3-11-22\DSCF0178.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0178.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 13:15
Willanch TG\2-22-22 to 3-11-22\DSCF0179.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0179.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 13:20
Willanch TG\2-22-22 to 3-11-22\DSCF0180.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0180.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 13:25
Willanch TG\2-22-22 to 3-11-22\DSCF0181.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0181.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 13:30
Willanch TG\2-22-22 to 3-11-22\DSCF0182.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0182.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 13:35
Willanch TG\2-22-22 to 3-11-22\DSCF0183.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0183.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 13:40
Willanch TG\2-22-22 to 3-11-22\DSCF0184.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0184.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 13:45
Willanch TG\2-22-22 to 3-11-22\DSCF0185.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0185.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 13:50
Willanch TG\2-22-22 to 3-11-22\DSCF0186.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0186.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 13:55
Willanch TG\2-22-22 to 3-11-22\DSCF0187.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0187.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 14:00
Willanch TG\2-22-22 to 3-11-22\DSCF0188.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0188.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 14:05
Willanch TG\2-22-22 to 3-11-22\DSCF0189.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0189.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Anatidae,,,1,,,Near,,,Fishing,,,Sunny,Calm,,20,,8/18/2021 14:10
Willanch TG\2-22-22 to 3-11-22\DSCF0190.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0190.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 14:15
Willanch TG\2-22-22 to 3-11-22\DSCF0191.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0191.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 14:20
Willanch TG\2-22-22 to 3-11-22\DSCF0192.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0192.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 14:25
Willanch TG\2-22-22 to 3-11-22\DSCF0193.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0193.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 14:30
Willanch TG\2-22-22 to 3-11-22\DSCF0194.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0194.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 14:35
Willanch TG\2-22-22 to 3-11-22\DSCF0195.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0195.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 14:40
Willanch TG\2-22-22 to 3-11-22\DSCF0196.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0196.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 14:46
Willanch TG\2-22-22 to 3-11-22\DSCF0197.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0197.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 14:51
Willanch TG\2-22-22 to 3-11-22\DSCF0198.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0198.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 14:56
Willanch TG\2-22-22 to 3-11-22\DSCF0199.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0199.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Cathartes aura,,,1,,,Far,,,Flying,,,Sunny,Calm,,20,,8/18/2021 15:01
Willanch TG\2-22-22 to 3-11-22\DSCF0200.JPG,C:\Tidegate Project Images\Willanch TG\2-22-22 to 3-11-22\DSCF0200.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,8/18/2021 15:06
